Filename,# unique final preds,# useful preds,# preds w/ calls,# initial preds,# final preds,# initial full exprs unseq. s.e,additional partial-alias responses,additional must-not-alias responses,additional may-alias responses,additional must-alias responses,Benchmark,Increase in additional may-alias responses(%),Increase in additional must-alias responses(%),Increase in additional must-not-alias responses(%),Increase in additional partial-alias responses(%),Total AA Queries,Total AA Queries w/ Unseq
render_opengl.stats,0,0,0,18,0,7,0,0,0,0,526.blender_r,0.0,0.0,0.0,0.0,45815.0,45815.0
object_constraint.stats,0,0,0,18,0,7,0,0,0,0,526.blender_r,0.0,0.0,0.0,0.0,30356.0,30356.0
wm_playanim.stats,8,4,0,14,8,9,0,0,0,0,526.blender_r,0.0,0.0,0.0,0.0,43403.0,43403.0
console_draw.stats,0,0,0,6,0,5,0,0,0,0,526.blender_r,0.0,0.0,0.0,0.0,6606.0,6606.0
nla_channels.stats,0,0,0,6,0,5,0,0,0,0,526.blender_r,0.0,0.0,0.0,0.0,9319.0,9319.0
editmesh_rip_edge.stats,0,0,0,30,0,10,0,0,0,0,526.blender_r,0.0,0.0,0.0,0.0,9906.0,9906.0
sequencer_select.stats,0,0,0,6,0,5,0,0,0,0,526.blender_r,0.0,0.0,0.0,0.0,32673.0,32673.0
paint_stroke.stats,2,1,2,20,2,8,0,0,0,0,526.blender_r,0.0,0.0,0.0,0.0,40544.0,40544.0
rigidbody_object.stats,0,0,1,19,0,8,0,0,0,0,526.blender_r,0.0,0.0,0.0,0.0,2588.0,2588.0
view3d_iterators.stats,0,0,0,14,0,4,0,0,0,0,526.blender_r,0.0,0.0,0.0,0.0,6300.0,6300.0
buttons_texture.stats,12,5,0,18,14,11,0,0,0,0,526.blender_r,0.0,0.0,0.0,0.0,44543.0,44543.0
image_draw.stats,9,7,0,25,9,9,0,0,0,0,526.blender_r,0.0,0.0,0.0,0.0,26193.0,26193.0
object_transform.stats,49,32,0,81,49,31,0,0,0,0,526.blender_r,0.0,0.0,0.0,0.0,71361.0,71361.0
editface.stats,0,0,0,32,0,11,0,0,0,0,526.blender_r,0.0,0.0,0.0,0.0,28972.0,28972.0
editmesh_extrude.stats,8,6,0,38,12,13,0,0,0,0,526.blender_r,0.0,0.0,0.0,0.0,38177.0,38177.0
node_buttons.stats,0,0,0,18,0,7,0,0,0,0,526.blender_r,0.0,0.0,0.0,0.0,3703.0,3703.0
nla_ops.stats,0,0,0,6,0,5,0,0,0,0,526.blender_r,0.0,0.0,0.0,0.0,8110.0,8110.0
meshlaplacian.stats,0,0,0,16,0,6,0,0,0,0,526.blender_r,0.0,0.0,0.0,0.0,6.0,6.0
graph_utils.stats,0,0,0,18,0,7,0,0,0,0,526.blender_r,0.0,0.0,0.0,0.0,680.0,680.0
interface_draw.stats,2,2,0,18,4,8,0,0,0,0,526.blender_r,0.0,0.0,0.0,0.0,15021.0,15021.0
spacetypes.stats,0,0,0,2,0,1,0,0,0,0,526.blender_r,0.0,0.0,0.0,0.0,549.0,549.0
clip_toolbar.stats,0,0,0,6,0,5,0,0,0,0,526.blender_r,0.0,0.0,0.0,0.0,1667.0,1667.0
mask_editaction.stats,0,0,0,6,0,5,0,0,0,0,526.blender_r,0.0,0.0,0.0,0.0,1933.0,1933.0
paint_vertex_proj.stats,0,0,0,18,0,7,0,0,0,0,526.blender_r,0.0,0.0,0.0,0.0,3283.0,3283.0
rigidbody_constraint.stats,0,0,0,16,0,6,0,0,0,0,526.blender_r,0.0,0.0,0.0,0.0,588.0,588.0
transform_constraints.stats,36,12,0,66,90,20,0,0,0,0,526.blender_r,0.0,0.0,0.0,0.0,22247.0,22247.0
view3d_buttons.stats,4,0,0,36,4,14,0,0,0,0,526.blender_r,0.0,0.0,0.0,0.0,222695.0,222695.0
anim_channels_defines.stats,32,0,0,50,512,39,0,0,0,0,526.blender_r,0.0,0.0,0.0,0.0,18172.0,18172.0
node_add.stats,2,0,0,18,4,7,0,0,0,0,526.blender_r,0.0,0.0,0.0,0.0,10666.0,10666.0
GPTLget_memusage.stats,0,0,0,0,0,0,0,0,0,0,527.cam4_r,0.0,0.0,0.0,0.0,10.0,10.0
